id_cliente,indice,subtotal
37653,23,3360
37653,23,3360
37653,23,3360
740,23,36951.44
3800,24,12846.88
103,24,19620
37867,24,8040.66
37867,24,8040.66
37867,24,8040.66
37867,24,8040.66
37867,24,19970.99
37867,24,19970.92
37867,24,8040.66
37867,24,8040.66
37867,24,8040.66
37867,24,8040.66
37867,24,8040.66
460,24,6682.88
460,24,9682.88
460,24,7982.88
37853,24,7879.9
37524,24,15649
5370,24,2000
37853,24,7879.9
460,24,28168.72
37524,24,16045
740,24,37351.44
37939,24,6000
37969,24,17583.24
37969,24,16065
37969,24,16065
37969,24,16065
37969,24,17072.52
37969,24,17137.2
1360,24,7978.02
1360,24,4926.51
1360,24,4762.94
1360,24,7978.02
1360,24,17422.44
1360,24,17005.35
37700,24,12789.7
37524,24,27868.9
37524,24,28594.65
37524,24,27868.9
37524,24,28594.66
37524,24,28594.65
37524,24,27868.9
37524,24,30118.74
37524,24,30118.74
37524,24,30118.74
37524,24,30118.72
37524,24,29077.79
37524,24,29077.79
460,24,5953.35
460,24,2864.85
37524,25,14245
3890,26,2000
3890,26,2000
37867,26,19970.92
37867,26,19970.92
3890,26,6863
37884,26,8704.79
37884,26,8704.79
37884,26,6226.25
37884,26,6226.25
37884,26,21255.2
37884,26,14431.19
37524,26,18745
37741,26,11496
37741,26,10996
740,26,12511.48
740,26,12511.48
740,26,12511.48
740,26,12511.48
740,26,12511.48
37524,26,14245
37953,26,5000
37953,26,5000
37953,26,5000
37953,26,5000
37700,26,1990
37969,26,4656
37969,26,3456
37969,26,3498.84
37969,26,9319.48
37969,26,3541.68
37969,26,24358.24
1360,26,12942.03
37700,26,12789.7
30,26,21100
37524,26,14245
37700,26,12789.7
460,26,10064.85
37884,26,52968.11
37884,26,8961.62
37884,26,9570.88
37884,26,8511.29
37884,26,32248.47
37884,26,8778.49
37884,26,25913.95
37884,26,26489.82
37884,26,6226.25
37884,26,26363.2
37884,26,6226.25
37884,26,8704.79
37884,26,8704.79
3800,26,12846.88
3800,26,41268
740,26,4008.07
3890,27,6059.85
37867,27,19970.92
37867,27,8040.66
3890,27,2000
5370,27,2000
3890,27,8275
103,27,19620
103,27,19620
103,27,19620
103,27,19620
460,27,6682.88
460,27,6682.88
460,27,6682.88
460,27,3405.87
3450,27,16468
3450,27,18800
3450,27,18600
37524,27,14245
37969,27,2592
230,27,16617
230,27,16617
230,27,16617
230,27,16617
230,27,16617
230,27,16617
980,27,13519
850,27,24229
850,27,9337
850,27,6726
850,27,14445
850,27,12439
103,27,19620
103,27,19620
30,27,20013
460,27,3114.85
460,27,3114.85
460,27,3114.85
37969,27,17385.32
1360,27,6124.83
1360,27,9506.83
37884,27,32248.47
37884,27,8778.49
37884,27,34551.93
37884,27,29945.01
103,28,19620
103,28,19620
103,28,19620
103,28,19620
3890,28,2000
230,28,25342
3890,28,8275
3890,28,8275
37867,28,8040.66
37867,28,8040.66
37867,28,8040.66
37867,28,8040.66
37867,28,8040.66
37867,28,8040.66
37867,28,8040.66
37867,28,8040.66
37867,28,8040.66
37867,28,8040.66
37867,28,19970.92
850,28,2804
850,28,24229
850,28,51020.31
850,28,9337
850,28,12309
850,28,12309
850,28,15649
850,28,15649
850,28,15649
850,28,5948
850,28,6023
850,28,42528
850,28,15649
850,28,6877
850,28,5609
850,28,47826
1360,28,5387.01
460,28,19383
3450,28,14100
3450,28,14100
3800,28,10680
37884,28,10672.7
37884,28,15345.45
37884,28,30990
740,28,4308.07
37524,28,14245
3450,28,14100
37884,28,26962.05
37884,28,26962.05
37884,28,26962.05
37884,28,14692.15
37700,28,12789.7
460,28,6405.87
460,28,3405.87
37867,28,8040.66
37867,28,8040.66
37867,28,8040.66
37867,28,8040.66
37867,28,8040.66
37867,28,19970.92
37867,28,8040.66
37867,28,8040.66
37867,28,8040.66
37867,28,8040.66
37867,28,19970.92
103,29,19620
37884,29,14431.19
37884,29,55271.57
37884,29,9570.88
37884,29,6226.25
37884,29,10621.25
37884,29,6226.25
37884,29,6226.25
3450,29,14800
103,29,11211
103,29,19620
3450,29,18656
850,29,12309
850,29,28032
850,29,30742
850,29,14644
850,29,23520.5
850,29,15649
850,29,12309
850,29,12309
850,29,2804
850,29,24229
850,29,9337
850,29,9337
850,29,5247
850,29,9337
850,29,9337
850,29,40393
850,29,40393
850,29,40393
460,29,2864.85
740,29,4308.07
460,29,2864.85
740,29,4308.07
460,29,2864.85
460,29,2864.85
740,29,7068.07
740,29,4308.07
37700,29,12789.7
37700,29,12789.7
3800,29,12846.88
740,29,12511.48
37867,29,8040.66
460,29,4546.85
460,29,2864.85
740,29,12511.48
740,29,12511.48
740,29,12511.48
740,29,14020.86
740,29,12511.48
37884,30,10621.26
37884,30,6226.25
37884,30,11966.48
37884,30,14431.19
37884,30,4054.09
460,30,19383
3890,30,6833
3890,30,6833
37867,30,8040.66
37867,30,7858
3890,30,2100
3890,30,8275
3890,30,2000
3890,30,2000
3890,30,2000
3890,30,2000
3890,30,2000
3890,30,2000
3890,30,2000
3890,30,2000
3890,30,2000
3890,30,2000
460,30,1968.4
37969,30,16209
37969,30,16761.88
37969,30,15831.48
37969,30,16209
37969,30,20231.48
37953,30,5000
37953,30,5000
37953,30,5000
37953,30,5000
37953,30,5000
37953,30,5000
37953,30,5000
37953,30,5000
37953,30,5000
170,30,12789.7
170,30,12789.7
37573,30,10680
37524,30,18745
980,30,13519
460,30,5953.35
3450,30,14100
460,30,3195
740,30,6376.07
3450,30,14800
3450,30,14800
103,30,19620
740,30,12511.48
740,30,12511.48
740,30,12511.48
740,30,5750.07
740,30,4008.07
740,30,5538.07
740,30,5927.07
740,30,12511.48
103,31,19620
37853,31,7879.9
37853,31,15595.42
37853,31,15595.42
3890,31,2100
3890,31,2000
3890,31,2000
3890,31,2100
3890,31,2000
37867,31,8040.66
3890,31,8275
37867,31,19970.92
37867,31,19970.92
3890,31,6833
37524,31,14245
37969,31,9974.68
37969,31,12404.32
37969,31,12936.04
37884,31,11942
37884,31,8704.79
37884,31,6226.25
37884,31,6226.25
37884,31,8778.49
37884,31,32006.61
37884,31,8511.29
37884,31,8762.93
37884,31,14692.15
37884,31,14692.15
460,31,8511.29
460,31,6682.88
460,31,19383
460,31,12769.35
460,31,12769.35
460,31,6682.88
37884,31,56000
37884,31,56000
460,31,9682.88
460,31,3405.87
460,31,3405.87
460,31,3405.87
980,31,14669
37524,31,14245
37524,31,15649
3800,31,12846.88
460,32,29968.72
740,32,5342.07
740,32,5386.07
37884,33,8704.79
37884,33,6226.25
37884,33,6226.25
37884,33,8704.79
37884,33,11966.48
37884,33,8762.93
37884,33,15191.33
37884,33,8511.29
37884,33,8511.29
37884,33,14431.19
980,33,13519
1360,33,12723.03
1360,33,12723.03
1360,33,12397.03
170,33,13489.7
37741,33,10296
37700,33,12789.7
37969,33,23078.92
37969,33,2592
37969,33,3092
3800,33,12846.88
37700,33,12789.7
740,33,4008.07
3890,33,6833
37867,33,19970.92
230,33,2700
37867,33,8040.66
3890,33,2000
3890,33,2100
3890,33,2000
3890,33,8275
850,33,12909
850,33,12947
850,33,47708.5
850,33,52902
37969,33,9124
1380,33,3190
1380,33,3190
740,33,5348.07
37969,33,14049
37969,33,14049
460,33,2864.85
37524,33,27578.6
37524,33,27578.6
37524,33,27578.6
37524,33,27578.6
37524,33,29077.79
37524,33,29077.79
37524,33,27868.9
37524,33,27868.9
37524,33,27868.9
37524,33,27868.9
37524,33,27868.9
37524,33,27868.9
980,33,17994
37867,33,19970.92
37884,33,6226.25
37884,33,6226.25
37884,33,11966.48
37884,33,8511.29
37884,33,8511.29
37884,33,10008.55
37884,33,9570.88
37884,33,14431.19
740,33,4008.07
740,33,12511.48
740,33,4008.07
740,33,5034.07
740,33,5035.07
37573,33,10580
230,33,16617
230,33,16617
230,33,16617
230,33,16617
230,33,16617
230,33,16617
850,34,24229
850,34,24229
850,34,24229
850,34,24229
103,34,19620
460,34,12769.35
37970,34,6000
37524,34,15649
37573,34,10680
3890,34,6833
37867,34,8987
37867,34,8987
3890,34,2000
3890,34,2000
3890,34,2000
3890,34,2000
3890,34,2000
3890,34,2000
460,34,4110.9
460,34,6682.88
37969,34,2592
460,34,4064.85
740,34,4008.07
460,34,4308.07
460,34,2300
37573,34,10680
37867,34,8040.66
1360,34,16353.36
1360,34,17826.04
850,34,53108
850,34,31653
850,34,14229
850,34,15649
850,34,14772
850,34,28032
850,34,12309
850,34,12309
850,34,28032
460,34,12769.35
120,34,2538
37524,34,14245
3890,35,6833
37867,35,8040.66
37867,35,19970.92
37867,35,19970.92
37867,35,8040.66
37867,35,8040.66
37867,35,8040.66
37867,35,8040.66
37867,35,8040.66
37867,35,8040.66
37867,35,8040.66
37867,35,8040.66
37867,35,8040.66
3890,35,8275
3890,35,2000
3890,35,2000
3890,35,2100
3890,35,2000
3890,35,2100
3890,35,2100
3890,35,2100
850,35,15649
850,35,15649
850,35,15649
850,35,28032
850,35,28032
850,35,15649
850,35,28032
850,35,3331
850,35,2804
850,35,4079
460,35,12769.35
37884,35,5912.82
37884,35,7319.1
37884,35,7319.1
37884,35,6759.02
37884,35,6759.02
37884,35,6759.02
37884,35,11505.79
37884,35,8050.6
37884,35,7508.13
37884,35,9570.88
37884,35,8762.93
37884,35,34551.93
30,35,16313.33
103,35,19620
103,35,19620
980,35,8410
980,35,8410
37573,35,10080
740,35,4008.07
740,35,4008.07
460,35,1900
460,35,1900
460,35,4110.9
460,35,4110.9
460,35,4110.9
37524,35,14245
37972,35,22000
37884,35,6226.25
37884,35,6226.25
37884,35,6553.35
37884,35,9570.88
37884,35,4054.09
37884,35,4054.09
37884,35,25913.95
740,35,12594.14
740,35,17308.86
740,35,9057.07
103,36,19620
103,36,19620
103,36,19620
37867,36,8040.66
3890,36,2100
3890,36,2100
3890,36,2100
3890,36,8275
3890,36,2000
3890,36,6833
37867,36,19970.92
37524,36,17349
460,36,19383
460,36,19383
37573,36,13269.35
740,36,12511.48
740,36,12511.48
740,36,12511.48
740,36,12511.48
37700,36,12789.7
740,36,4800.07
740,36,4712.07
740,36,14020.86
740,36,14020.86
37969,36,30375.34
37969,36,29928.79
37969,36,29967.58
37969,36,30252.06
90,36,8105
850,36,15585
850,36,11684
850,36,30700.5
850,36,30664
850,36,28653
1360,36,18021.32
460,36,6682.88
460,36,2864.85
460,36,2864.85
460,36,2864.85
37884,36,6226.25
37884,36,6226.25
37884,36,6226.25
37884,36,6226.25
37884,36,8961.62
37884,36,8961.62
740,36,12511.48
740,36,12511.48
740,36,12511.48
460,37,12769.35
460,37,19383
1360,37,7978.02
3890,37,6833
1360,37,5828.01
1360,37,12934.23
37867,37,19970.92
37867,37,8040.66
37867,37,8040.66
37867,37,8040.66
37867,37,8040.66
37867,37,8040.66
37867,37,8040.66
37867,37,8040.66
37867,37,8040.66
37867,37,8040.66
37867,37,8040.66
37867,37,19970.92
3890,37,2000
3890,37,2000
3890,37,2000
3890,37,2000
3890,37,2000
37867,37,8040.66
3890,37,8275
103,37,11800
103,37,11800
460,37,6682.88
37969,37,16192.62
37969,37,9479
37969,37,24089
37953,37,5000
37953,37,5000
37953,37,5000
37953,37,5000
37953,37,5000
37953,37,5000
37953,37,5000
410,37,15091
37969,37,8990
37700,37,12789.7
120,37,696.25
120,37,696.25
120,37,696.25
120,37,4456
120,37,4456
120,37,696.25
120,37,4456
120,37,2785
120,37,4456
120,37,4456
120,37,3899
120,37,3899
120,37,3899
120,37,464
37700,37,12789.7
120,37,3249.17
120,37,47
120,37,3249.17
120,37,3249.17
120,37,3249.17
740,37,5641.07
740,37,5366.07
460,37,2864.85
460,37,2864.85
460,37,2864.85
1380,37,3190
460,37,3405.87
460,37,6682.88
460,37,6405.87
460,37,6405.87
460,37,4110.9
37524,37,15145
3800,37,12846.88
460,37,12769.35
460,37,6682.88
460,37,6682.88
230,37,16617
230,37,16617
230,37,16617
230,37,16617
230,37,16617
230,37,16617
230,37,16617
740,38,5798.07
740,38,4712.07
103,38,19620
37524,38,17845
37867,38,19970.92
37867,38,19970.92
3890,38,6833
3890,38,6833
